Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
M,0.685,0.55,0.2,WW4,MW4,0.387,0.49,Age2
F,0.69,0.54,0.195,WW3,MW3,0.3975,0.462,Age2
F,0.705,0.57,0.185,WW4,MW3,0.3725,0.488,Age2
F,0.71,0.5,0.15,WW3,MW3,0.2815,0.28,Age2
M,0.72,0.585,0.22,WW4,MW4,0.448,0.479,Age2
F,0.72,0.575,0.215,WW4,MW4,0.4825,0.602,Age2
F,0.73,0.555,0.18,WW4,MW3,0.1965,0.4935,Age2
M,0.775,0.57,0.22,WW4,MW3,0.4755,0.6585,Age4
F,0.505,0.39,0.115,WW2,MW2,0.1555,0.175,Age2
M,0.53,0.425,0.13,WW3,MW2,0.1355,0.245,Age2
F,0.505,0.385,0.115,WW2,MW2,0.1075,0.21,Age2
I,0.405,0.305,0.09,WW1,MW1,0.0575,0.095,Age2
M,0.415,0.3,0.1,WW2,MW1,0.0685,0.095,Age2
M,0.5,0.39,0.145,WW2,MW2,0.132,0.22,Age2
M,0.425,0.33,0.08,WW2,MW1,0.0825,0.125,Age2
M,0.47,0.35,0.1,WW2,MW1,0.0885,0.175,Age2
F,0.4,0.31,0.115,WW2,MW1,0.0695,0.115,Age2
I,0.37,0.29,0.1,WW1,MW1,0.0505,0.085,Age2
M,0.5,0.38,0.155,WW2,MW2,0.1365,0.215,Age4
I,0.41,0.31,0.11,WW2,MW1,0.082,0.095,Age2
M,0.375,0.29,0.1,WW1,MW1,0.0565,0.085,Age2
F,0.49,0.385,0.125,WW2,MW1,0.128,0.165,Age2
M,0.585,0.48,0.185,WW3,MW2,0.265,0.285,Age2
M,0.595,0.455,0.155,WW3,MW2,0.2105,0.365,Age3
F,0.675,0.55,0.18,WW4,MW3,0.3705,0.6,Age3
M,0.665,0.535,0.225,WW5,MW3,0.391,0.885,Age6
M,0.62,0.49,0.17,WW3,MW3,0.2555,0.335,Age3
I,0.325,0.25,0.055,WW1,MW1,0.051,0.045,Age2
I,0.455,0.355,0.08,WW2,MW1,0.0995,0.125,Age2
M,0.525,0.405,0.13,WW2,MW2,0.1975,0.175,Age2
I,0.385,0.29,0.09,WW1,MW1,0.0495,0.08,Age2
I,0.13,0.095,0.035,WW1,MW1,0.0065,0.0035,Age1
I,0.18,0.13,0.045,WW1,MW1,0.01,0.009,Age1
I,0.31,0.225,0.05,WW1,MW1,0.0385,0.045,Age2
F,0.375,0.29,0.08,WW1,MW1,0.0725,0.08,Age2
F,0.48,0.38,0.12,WW2,MW2,0.1405,0.185,Age2
I,0.455,0.37,0.125,WW2,MW1,0.1265,0.145,Age2
M,0.425,0.325,0.1,WW2,MW1,0.0725,0.11,Age2
I,0.475,0.36,0.11,WW2,MW1,0.0965,0.145,Age2
F,0.435,0.35,0.12,WW2,MW1,0.1,0.13,Age2
F,0.29,0.21,0.075,WW1,MW1,0.0675,0.035,Age2
M,0.385,0.295,0.095,WW2,MW1,0.094,0.09,Age2
M,0.47,0.375,0.115,WW2,MW1,0.0755,0.15,Age2
F,0.5,0.4,0.125,WW2,MW2,0.126,0.185,Age2
I,0.4,0.31,0.1,WW1,MW1,0.071,0.085,Age2
M,0.62,0.51,0.175,WW3,MW2,0.2265,0.4,Age2
M,0.595,0.47,0.15,WW3,MW2,0.2105,0.245,Age2
M,0.585,0.455,0.14,WW3,MW2,0.185,0.295,Age2
M,0.32,0.24,0.08,WW1,MW1,0.0385,0.055,Age2
F,0.52,0.41,0.125,WW2,MW2,0.1625,0.215,Age2
M,0.44,0.35,0.11,WW2,MW1,0.0885,0.13,Age2
F,0.44,0.33,0.115,WW2,MW1,0.113,0.12,Age2
M,0.565,0.425,0.1,WW2,MW2,0.166,0.18,Age2
F,0.56,0.425,0.125,WW3,MW2,0.213,0.335,Age2
F,0.59,0.455,0.175,WW3,MW2,0.2455,0.31,Age2
F,0.57,0.465,0.18,WW3,MW2,0.277,0.295,Age3
M,0.68,0.53,0.205,WW4,MW3,0.337,0.465,Age3
F,0.45,0.36,0.125,WW2,MW1,0.105,0.16,Age2
I,0.32,0.24,0.075,WW1,MW1,0.0355,0.05,Age2
I,0.46,0.35,0.11,WW2,MW1,0.0865,0.125,Age2
M,0.47,0.37,0.105,WW2,MW1,0.1015,0.155,Age2
M,0.455,0.35,0.105,WW2,MW1,0.083,0.135,Age2
F,0.415,0.325,0.115,WW2,MW1,0.0765,0.11,Age2
M,0.465,0.35,0.12,WW2,MW1,0.1625,0.185,Age2
M,0.46,0.375,0.135,WW2,MW1,0.0845,0.17,Age2
M,0.415,0.31,0.09,WW2,MW1,0.0735,0.115,Age2
M,0.27,0.195,0.07,WW1,MW1,0.018,0.036,Age2
M,0.445,0.355,0.11,WW2,MW1,0.1035,0.1505,Age2
F,0.745,0.585,0.19,WW4,MW4,0.437,0.5855,Age4
F,0.4,0.3,0.115,WW2,MW1,0.0465,0.0935,Age2
I,0.28,0.2,0.075,WW1,MW1,0.0115,0.035,Age2
M,0.55,0.44,0.135,WW3,MW2,0.2095,0.265,Age2
M,0.58,0.46,0.165,WW3,MW2,0.1965,0.435,Age3
M,0.61,0.5,0.165,WW3,MW2,0.185,0.49,Age2
M,0.62,0.495,0.175,WW4,MW3,0.3285,0.725,Age4
M,0.56,0.42,0.195,WW3,MW2,0.1795,0.285,Age3
F,0.64,0.51,0.2,WW3,MW3,0.3315,0.41,Age2
M,0.69,0.55,0.2,WW4,MW3,0.472,0.57,Age4
F,0.715,0.565,0.24,WW5,MW3,0.465,0.885,Age4
F,0.71,0.565,0.195,WW4,MW3,0.492,0.49,Age2
F,0.55,0.47,0.15,WW3,MW2,0.184,0.29,Age2
M,0.375,0.305,0.09,WW2,MW1,0.0565,0.095,Age2
F,0.61,0.45,0.16,WW3,MW2,0.311,0.3,Age2
I,0.38,0.28,0.085,WW1,MW1,0.061,0.085,Age2
F,0.37,0.275,0.085,WW1,MW1,0.0535,0.07,Age2
M,0.335,0.235,0.085,WW1,MW1,0.0345,0.045,Age2
I,0.165,0.115,0.015,WW1,MW1,0.003,0.005,Age1
M,0.285,0.21,0.075,WW1,MW1,0.0285,0.04,Age2
I,0.19,0.13,0.03,WW1,MW1,0.015,0.01,Age2
I,0.215,0.15,0.03,WW1,MW1,0.005,0.01,Age2
M,0.595,0.465,0.125,WW3,MW2,0.2,0.23,Age2
F,0.645,0.5,0.17,WW3,MW2,0.274,0.355,Age3
M,0.575,0.45,0.185,WW3,MW2,0.197,0.35,Age2
F,0.57,0.45,0.17,WW3,MW2,0.187,0.405,Age4
F,0.58,0.45,0.235,WW3,MW2,0.206,0.395,Age3
F,0.595,0.48,0.2,WW3,MW2,0.2035,0.34,Age3
F,0.595,0.47,0.25,WW3,MW2,0.2475,0.445,Age3
F,0.625,0.42,0.165,WW3,MW2,0.165,0.445,Age4
M,0.535,0.42,0.165,WW3,MW2,0.1985,0.26,Age3
M,0.55,0.43,0.16,WW3,MW2,0.1735,0.355,Age3
M,0.495,0.4,0.155,WW3,MW2,0.1155,0.35,Age2
I,0.32,0.235,0.08,WW1,MW1,0.031,0.045,Age2
M,0.445,0.34,0.12,WW2,MW1,0.1035,0.13,Age2
F,0.52,0.4,0.125,WW2,MW2,0.1715,0.185,Age2
M,0.495,0.385,0.135,WW2,MW1,0.1225,0.26,Age3
M,0.47,0.37,0.135,WW2,MW1,0.1325,0.17,Age2
F,0.49,0.37,0.14,WW2,MW2,0.115,0.195,Age2
M,0.58,0.47,0.165,WW3,MW2,0.1985,0.315,Age2
M,0.645,0.495,0.185,WW4,MW3,0.2785,0.455,Age3
F,0.575,0.485,0.165,WW3,MW2,0.264,0.3,Age3
I,0.215,0.17,0.055,WW1,MW1,0.014,0.02,Age2
I,0.43,0.325,0.11,WW2,MW1,0.0935,0.12,Age3
I,0.26,0.215,0.08,WW1,MW1,0.0255,0.045,Age2
I,0.37,0.28,0.09,WW1,MW1,0.0545,0.07,Age2
I,0.405,0.305,0.105,WW2,MW1,0.0705,0.125,Age2
I,0.27,0.19,0.08,WW1,MW1,0.0195,0.03,Age2
F,0.68,0.55,0.2,WW4,MW3,0.4075,0.585,Age4
F,0.65,0.515,0.195,WW3,MW3,0.36,0.44,Age3
F,0.645,0.49,0.215,WW3,MW2,0.2285,0.51,Age6
M,0.57,0.405,0.16,WW3,MW2,0.2185,0.295,Age4
M,0.615,0.48,0.19,WW3,MW3,0.2375,0.47,Age4
M,0.42,0.345,0.105,WW2,MW1,0.096,0.13,Age2
I,0.275,0.22,0.08,WW1,MW1,0.0285,0.042,Age2
F,0.29,0.225,0.075,WW1,MW1,0.0235,0.04,Age2
M,0.42,0.34,0.115,WW2,MW1,0.093,0.135,Age2
F,0.625,0.525,0.215,WW4,MW3,0.2595,0.665,Age3
F,0.55,0.465,0.18,WW3,MW2,0.205,0.525,Age6
M,0.66,0.505,0.2,WW4,MW2,0.297,0.61,Age4
M,0.565,0.47,0.195,WW3,MW2,0.258,0.35,Age4
F,0.595,0.495,0.235,WW3,MW3,0.219,0.52,Age3
M,0.63,0.51,0.23,WW4,MW3,0.2815,0.57,Age4
F,0.43,0.325,0.12,WW2,MW1,0.0995,0.155,Age2
F,0.455,0.35,0.14,WW2,MW1,0.1325,0.175,Age2
I,0.33,0.26,0.08,WW1,MW1,0.0385,0.065,Age2
F,0.515,0.415,0.13,WW3,MW2,0.196,0.25,Age3
M,0.495,0.39,0.15,WW3,MW2,0.189,0.27,Age3
F,0.485,0.375,0.145,WW2,MW2,0.1155,0.19,Age3
F,0.535,0.46,0.145,WW3,MW2,0.2005,0.2,Age2
M,0.58,0.465,0.175,WW3,MW2,0.1865,0.385,Age4
F,0.625,0.525,0.195,WW3,MW2,0.2445,0.53,Age3
F,0.555,0.455,0.18,WW3,MW2,0.195,0.39,Age3
F,0.55,0.425,0.145,WW3,MW2,0.15,0.265,Age2
M,0.59,0.475,0.155,WW3,MW2,0.174,0.28,Age3
I,0.355,0.28,0.11,WW1,MW1,0.0525,0.08,Age2
I,0.275,0.2,0.075,WW1,MW1,0.019,0.03,Age2
F,0.505,0.39,0.175,WW2,MW2,0.15,0.215,Age2
M,0.37,0.28,0.095,WW1,MW1,0.051,0.075,Age2
M,0.555,0.43,0.165,WW3,MW2,0.1635,0.275,Age3
F,0.505,0.4,0.165,WW3,MW2,0.155,0.25,Age2
F,0.56,0.445,0.18,WW3,MW2,0.2045,0.295,Age2
M,0.595,0.475,0.17,WW3,MW2,0.229,0.35,Age4
F,0.57,0.45,0.165,WW3,MW2,0.1845,0.295,Age3
M,0.6,0.48,0.175,WW3,MW2,0.2735,0.415,Age3
F,0.56,0.435,0.185,WW3,MW2,0.2435,0.33,Age3
M,0.585,0.465,0.19,WW3,MW2,0.2355,0.4,Age4
I,0.46,0.335,0.11,WW2,MW1,0.0745,0.11,Age2
F,0.46,0.36,0.115,WW2,MW1,0.105,0.16,Age2
M,0.415,0.315,0.125,WW2,MW1,0.09,0.125,Age2
F,0.435,0.32,0.12,WW2,MW1,0.0915,0.125,Age2
F,0.475,0.38,0.135,WW2,MW1,0.07,0.185,Age2
M,0.465,0.36,0.13,WW2,MW1,0.1185,0.165,Age2
I,0.355,0.28,0.1,WW1,MW1,0.0455,0.085,Age2
M,0.46,0.375,0.14,WW2,MW1,0.1045,0.205,Age2
F,0.38,0.325,0.11,WW2,MW1,0.074,0.105,Age2
F,0.47,0.365,0.12,WW2,MW2,0.1495,0.15,Age2
M,0.36,0.27,0.09,WW1,MW1,0.053,0.075,Age2
F,0.585,0.455,0.165,WW3,MW2,0.2495,0.315,Age2
M,0.655,0.59,0.2,WW4,MW3,0.3765,0.415,Age2
M,0.6,0.485,0.175,WW3,MW2,0.2815,0.38,Age3
F,0.57,0.46,0.17,WW3,MW2,0.2205,0.38,Age3
F,0.645,0.5,0.2,WW3,MW3,0.305,0.36,Age2
M,0.65,0.495,0.18,WW4,MW4,0.339,0.53,Age3
M,0.51,0.395,0.145,WW2,MW1,0.1385,0.24,Age2
M,0.52,0.38,0.135,WW2,MW2,0.1565,0.175,Age2
M,0.495,0.415,0.165,WW3,MW2,0.134,0.285,Age3
M,0.43,0.335,0.115,WW2,MW1,0.0935,0.135,Age2
F,0.59,0.465,0.16,WW3,MW3,0.2525,0.295,Age3
M,0.55,0.46,0.175,WW3,MW2,0.1825,0.32,Age2
M,0.585,0.43,0.16,WW3,MW2,0.176,0.27,Age2
F,0.58,0.455,0.16,WW3,MW2,0.196,0.3,Age4
F,0.62,0.51,0.15,WW4,MW3,0.2875,0.32,Age3
I,0.59,0.45,0.16,WW3,MW2,0.2185,0.345,Age3
F,0.72,0.575,0.215,WW5,MW4,0.405,0.62,Age3
F,0.635,0.51,0.175,WW3,MW3,0.261,0.36,Age3
F,0.61,0.48,0.175,WW3,MW2,0.216,0.42,Age3
F,0.545,0.445,0.175,WW3,MW2,0.189,0.295,Age3
M,0.57,0.45,0.16,WW3,MW2,0.2175,0.255,Age2
F,0.6,0.475,0.18,WW3,MW3,0.2675,0.32,Age4
F,0.52,0.41,0.17,WW3,MW2,0.219,0.25,Age3
M,0.635,0.51,0.21,WW4,MW3,0.2835,0.58,Age3
F,0.67,0.52,0.15,WW3,MW3,0.348,0.37,Age3
M,0.695,0.57,0.2,WW4,MW3,0.4255,0.685,Age3
M,0.655,0.525,0.185,WW3,MW2,0.2215,0.445,Age4
F,0.62,0.48,0.23,WW3,MW2,0.245,0.355,Age3
F,0.6,0.475,0.18,WW3,MW2,0.2475,0.425,Age4
M,0.51,0.405,0.13,WW2,MW2,0.158,0.17,Age2
M,0.525,0.405,0.135,WW3,MW2,0.216,0.195,Age2
M,0.44,0.375,0.13,WW2,MW1,0.0965,0.155,Age2
I,0.485,0.415,0.14,WW2,MW2,0.134,0.185,Age2
F,0.495,0.385,0.13,WW2,MW2,0.179,0.175,Age2
I,0.435,0.345,0.12,WW2,MW1,0.112,0.125,Age2
I,0.405,0.315,0.105,WW2,MW1,0.0785,0.1,Age2
I,0.42,0.33,0.1,WW2,MW1,0.089,0.1,Age2
F,0.5,0.395,0.15,WW2,MW2,0.173,0.195,Age2
F,0.385,0.305,0.105,WW2,MW1,0.0745,0.1,Age2
I,0.33,0.265,0.09,WW1,MW1,0.036,0.06,Age2
F,0.58,0.475,0.155,WW3,MW2,0.23,0.285,Age2
I,0.325,0.27,0.1,WW1,MW1,0.0435,0.065,Age2
M,0.475,0.375,0.12,WW2,MW2,0.1205,0.185,Age2
F,0.38,0.3,0.09,WW2,MW1,0.075,0.095,Age2
I,0.34,0.26,0.09,WW1,MW1,0.0525,0.055,Age2
M,0.525,0.425,0.12,WW2,MW2,0.1465,0.22,Age2
F,0.52,0.415,0.145,WW3,MW2,0.1725,0.285,Age2
F,0.535,0.45,0.135,WW3,MW2,0.181,0.25,Age3
M,0.475,0.36,0.12,WW2,MW2,0.12,0.17,Age2
I,0.415,0.325,0.1,WW2,MW1,0.08,0.125,Age2
I,0.495,0.385,0.125,WW2,MW2,0.1235,0.165,Age2
F,0.48,0.405,0.13,WW2,MW2,0.1445,0.21,Age2
F,0.52,0.425,0.15,WW3,MW2,0.2015,0.23,Age2
M,0.46,0.375,0.13,WW2,MW2,0.119,0.195,Age2
F,0.58,0.455,0.12,WW3,MW2,0.257,0.265,Age2
M,0.59,0.49,0.135,WW3,MW2,0.2245,0.285,Age2
F,0.55,0.415,0.135,WW3,MW2,0.179,0.26,Age5
F,0.65,0.5,0.165,WW3,MW2,0.218,0.365,Age2
F,0.465,0.375,0.135,WW2,MW1,0.129,0.23,Age3
M,0.455,0.355,0.13,WW2,MW1,0.1275,0.175,Age2
M,0.47,0.375,0.13,WW2,MW1,0.164,0.195,Age3
F,0.435,0.35,0.11,WW2,MW1,0.1005,0.125,Age3
M,0.35,0.265,0.11,WW2,MW1,0.063,0.085,Age2
I,0.315,0.24,0.07,WW1,MW1,0.0315,0.04,Age2
M,0.595,0.47,0.145,WW3,MW2,0.1505,0.34,Age3
F,0.58,0.475,0.135,WW3,MW2,0.165,0.275,Age3
M,0.575,0.435,0.15,WW3,MW2,0.1625,0.27,Age4
M,0.535,0.435,0.155,WW3,MW2,0.177,0.25,Age3
M,0.515,0.42,0.14,WW3,MW2,0.154,0.29,Age3
F,0.505,0.385,0.135,WW2,MW2,0.1175,0.2,Age2
F,0.505,0.395,0.145,WW2,MW2,0.153,0.205,Age3
I,0.4,0.31,0.1,WW1,MW1,0.0635,0.095,Age2
M,0.49,0.395,0.135,WW2,MW1,0.0925,0.215,Age3
M,0.53,0.435,0.135,WW3,MW2,0.1315,0.22,Age2
I,0.395,0.325,0.105,WW2,MW1,0.0735,0.095,Age2
F,0.665,0.535,0.19,WW4,MW3,0.2815,0.475,Age4
F,0.415,0.305,0.105,WW2,MW1,0.082,0.1,Age2
M,0.43,0.345,0.115,WW2,MW1,0.055,0.12,Age2
M,0.475,0.395,0.135,WW2,MW2,0.1645,0.2,Age3
F,0.525,0.425,0.145,WW3,MW2,0.209,0.24,Age3
I,0.48,0.39,0.145,WW2,MW2,0.121,0.255,Age3
I,0.42,0.345,0.115,WW2,MW1,0.0795,0.115,Age2
M,0.59,0.46,0.155,WW3,MW2,0.1485,0.335,Age3
F,0.515,0.42,0.135,WW2,MW2,0.127,0.215,Age2
M,0.695,0.55,0.22,WW4,MW3,0.3835,0.445,Age3
F,0.8,0.63,0.195,WW6,MW4,0.59,0.62,Age5
M,0.61,0.49,0.15,WW3,MW2,0.2025,0.36,Age5
F,0.565,0.48,0.175,WW3,MW2,0.215,0.275,Age4
M,0.56,0.455,0.165,WW3,MW2,0.1695,0.245,Age2
M,0.655,0.485,0.195,WW4,MW3,0.358,0.485,Age4
M,0.64,0.52,0.2,WW3,MW3,0.304,0.455,Age4
F,0.59,0.47,0.17,WW3,MW2,0.1905,0.25,Age2
I,0.31,0.24,0.09,WW1,MW1,0.0315,0.045,Age2
I,0.255,0.185,0.07,WW1,MW1,0.018,0.025,Age2
I,0.17,0.125,0.055,WW1,MW1,0.0055,0.008,Age2
M,0.67,0.55,0.17,WW3,MW2,0.2455,0.4,Age4
F,0.71,0.565,0.195,WW4,MW3,0.3365,0.565,Age4
F,0.56,0.43,0.125,WW3,MW2,0.1715,0.263,Age3
M,0.505,0.4,0.13,WW3,MW2,0.189,0.2175,Age2
M,0.525,0.43,0.165,WW3,MW2,0.1945,0.2515,Age3
F,0.45,0.36,0.105,WW2,MW1,0.0935,0.149,Age2
F,0.515,0.435,0.17,WW2,MW2,0.111,0.216,Age2
M,0.59,0.475,0.16,WW3,MW2,0.184,0.27,Age4
M,0.7,0.53,0.19,WW3,MW3,0.233,0.42,Age4
F,0.72,0.56,0.175,WW4,MW3,0.3415,0.525,Age4
M,0.635,0.495,0.15,WW3,MW2,0.242,0.31,Age2
M,0.555,0.44,0.135,WW3,MW2,0.2105,0.28,Age3
M,0.575,0.47,0.15,WW3,MW2,0.204,0.4,Age3
M,0.585,0.455,0.125,WW3,MW2,0.212,0.25,Age4
F,0.61,0.485,0.21,WW3,MW3,0.2205,0.515,Age4
F,0.645,0.525,0.2,WW3,MW3,0.2565,0.505,Age3
F,0.545,0.44,0.175,WW3,MW2,0.1875,0.265,Age2
M,0.55,0.45,0.155,WW3,MW2,0.159,0.25,Age2
F,0.66,0.525,0.205,WW3,MW2,0.291,0.41,Age4
M,0.57,0.475,0.195,WW3,MW2,0.1905,0.305,Age4
F,0.6,0.47,0.2,WW3,MW2,0.2035,0.29,Age3
F,0.63,0.505,0.165,WW3,MW2,0.216,0.315,Age2
M,0.695,0.57,0.23,WW4,MW4,0.435,0.5,Age4
M,0.65,0.545,0.16,WW3,MW2,0.296,0.48,Age3
F,0.72,0.595,0.225,WW4,MW4,0.423,0.66,Age3
I,0.56,0.44,0.17,WW3,MW2,0.2175,0.3,Age2
I,0.42,0.325,0.115,WW2,MW1,0.064,0.105,Age2
M,0.18,0.125,0.05,WW1,MW1,0.0055,0.01,Age1
F,0.405,0.325,0.11,WW2,MW1,0.0725,0.11,Age2
F,0.5,0.405,0.15,WW2,MW2,0.126,0.185,Age2
I,0.435,0.335,0.11,WW2,MW1,0.0675,0.135,Age2
M,0.34,0.275,0.09,WW1,MW1,0.043,0.07,Age2
F,0.43,0.34,0.11,WW2,MW1,0.0955,0.109,Age2
I,0.535,0.41,0.155,WW2,MW2,0.1415,0.1815,Age2
I,0.415,0.325,0.115,WW2,MW1,0.051,0.106,Age2
F,0.36,0.265,0.09,WW1,MW1,0.037,0.0735,Age2
M,0.175,0.135,0.04,WW1,MW1,0.0075,0.01,Age2
M,0.155,0.115,0.025,WW1,MW1,0.005,0.0075,Age2
I,0.525,0.43,0.15,WW3,MW2,0.161,0.215,Age2
F,0.525,0.39,0.135,WW2,MW1,0.131,0.21,Age3
F,0.44,0.345,0.105,WW2,MW1,0.083,0.132,Age2
F,0.45,0.345,0.115,WW2,MW1,0.117,0.14,Age2
F,0.485,0.365,0.14,WW2,MW2,0.1445,0.177,Age3
I,0.47,0.35,0.135,WW2,MW2,0.1465,0.1525,Age2
I,0.515,0.375,0.14,WW2,MW2,0.141,0.2215,Age2
M,0.42,0.34,0.125,WW2,MW1,0.1125,0.144,Age2
F,0.455,0.35,0.125,WW2,MW1,0.102,0.1335,Age3
M,0.37,0.29,0.09,WW1,MW1,0.045,0.069,Age2
M,0.33,0.25,0.09,WW1,MW1,0.041,0.0605,Age2
I,0.3,0.22,0.09,WW1,MW1,0.0335,0.043,Age2
I,0.625,0.46,0.16,WW3,MW3,0.273,0.38,Age3
I,0.61,0.475,0.17,WW3,MW2,0.241,0.32,Age3
I,0.625,0.465,0.155,WW3,MW2,0.1845,0.35,Age3
I,0.635,0.505,0.19,WW3,MW3,0.252,0.435,Age4
I,0.5,0.385,0.155,WW3,MW2,0.161,0.19,Age3
F,0.53,0.43,0.17,WW3,MW2,0.152,0.235,Age4
I,0.445,0.33,0.1,WW2,MW1,0.0755,0.17,Age3
F,0.585,0.415,0.155,WW2,MW2,0.146,0.195,Age2
I,0.44,0.355,0.165,WW2,MW1,0.105,0.14,Age3
M,0.29,0.225,0.08,WW1,MW1,0.026,0.045,Age2
I,0.555,0.455,0.17,WW3,MW2,0.1905,0.3,Age3
I,0.655,0.515,0.145,WW3,MW3,0.283,0.315,Age3
F,0.58,0.46,0.185,WW3,MW2,0.2,0.32,Age2
I,0.625,0.43,0.175,WW3,MW3,0.297,0.395,Age2
I,0.62,0.485,0.17,WW3,MW2,0.3045,0.33,Age3
F,0.64,0.5,0.15,WW3,MW2,0.2705,0.36,Age2
F,0.505,0.375,0.115,WW2,MW2,0.12,0.167,Age2
I,0.5,0.395,0.12,WW2,MW1,0.1085,0.1785,Age2
M,0.31,0.245,0.095,WW1,MW1,0.034,0.048,Age2
F,0.505,0.38,0.145,WW2,MW2,0.19,0.17,Age2
I,0.42,0.305,0.11,WW1,MW1,0.0785,0.0955,Age2
M,0.4,0.315,0.105,WW1,MW1,0.037,0.113,Age2
M,0.425,0.315,0.125,WW2,MW1,0.0565,0.13,Age4
M,0.31,0.235,0.06,WW1,MW1,0.033,0.04,Age2
F,0.465,0.35,0.13,WW2,MW1,0.103,0.155,Age4
F,0.465,0.36,0.12,WW2,MW1,0.1125,0.16,Age2
M,0.35,0.255,0.085,WW1,MW1,0.0465,0.06,Age3
I,0.52,0.415,0.16,WW2,MW1,0.142,0.26,Age3
F,0.475,0.365,0.13,WW2,MW1,0.114,0.1475,Age2
F,0.41,0.315,0.11,WW2,MW1,0.0655,0.095,Age2
M,0.26,0.2,0.065,WW1,MW1,0.027,0.03,Age2
I,0.575,0.45,0.17,WW3,MW2,0.2145,0.26,Age3
I,0.565,0.435,0.155,WW3,MW2,0.168,0.285,Age3
M,0.26,0.19,0.075,WW1,MW1,0.02,0.03,Age2
F,0.53,0.385,0.125,WW2,MW2,0.151,0.18,Age2
M,0.34,0.255,0.095,WW1,MW1,0.034,0.07,Age2
I,0.52,0.38,0.14,WW2,MW1,0.115,0.185,Age2
F,0.635,0.5,0.18,WW3,MW3,0.2485,0.485,Age4
F,0.61,0.485,0.165,WW3,MW2,0.232,0.38,Age2
F,0.66,0.515,0.18,WW4,MW3,0.3365,0.555,Age3
I,0.635,0.5,0.18,WW3,MW3,0.292,0.49,Age3
F,0.465,0.38,0.135,WW2,MW1,0.1095,0.22,Age3
M,0.515,0.4,0.16,WW3,MW2,0.156,0.3,Age5
I,0.335,0.24,0.095,WW1,MW1,0.039,0.055,Age2
F,0.515,0.4,0.17,WW3,MW2,0.1755,0.28,Age3
F,0.345,0.255,0.1,WW1,MW1,0.051,0.06,Age2
M,0.465,0.355,0.125,WW2,MW1,0.135,0.145,Age3
M,0.54,0.415,0.17,WW3,MW2,0.208,0.255,Age2
M,0.475,0.355,0.125,WW2,MW1,0.107,0.145,Age2
F,0.445,0.335,0.14,WW2,MW1,0.114,0.14,Age2
M,0.5,0.355,0.14,WW2,MW1,0.149,0.14,Age2
M,0.5,0.38,0.135,WW2,MW2,0.1265,0.18,Age2
F,0.55,0.435,0.17,WW3,MW2,0.1645,0.28,Age3
I,0.275,0.205,0.08,WW1,MW1,0.0185,0.03,Age2
F,0.35,0.265,0.09,WW1,MW1,0.0415,0.06,Age2
F,0.37,0.285,0.105,WW1,MW1,0.0585,0.0835,Age2
F,0.42,0.33,0.125,WW2,MW1,0.11,0.145,Age2
M,0.35,0.26,0.09,WW1,MW1,0.056,0.06,Age2
M,0.395,0.305,0.105,WW1,MW1,0.065,0.096,Age2
I,0.325,0.2,0.08,WW1,MW1,0.0225,0.032,Age2
I,0.275,0.2,0.065,WW1,MW1,0.0235,0.027,Age2
I,0.235,0.17,0.065,WW1,MW1,0.014,0.022,Age2
I,0.25,0.18,0.06,WW1,MW1,0.017,0.0225,Age2
I,0.25,0.185,0.065,WW1,MW1,0.0185,0.0225,Age2
I,0.2,0.145,0.05,WW1,MW1,0.008,0.011,Age1
F,0.585,0.47,0.17,WW3,MW2,0.2325,0.358,Age4
M,0.445,0.35,0.14,WW2,MW1,0.158,0.19,Age3
F,0.5,0.385,0.13,WW3,MW2,0.095,0.27,Age3
M,0.44,0.325,0.08,WW2,MW1,0.1015,0.13,Age2
M,0.515,0.405,0.14,WW3,MW2,0.146,0.315,Age4
F,0.52,0.405,0.14,WW2,MW2,0.137,0.215,Age2
M,0.5,0.39,0.13,WW2,MW2,0.168,0.18,Age2
M,0.425,0.325,0.12,WW2,MW1,0.1065,0.105,Age2
M,0.51,0.415,0.14,WW3,MW2,0.2155,0.235,Age3
F,0.37,0.275,0.08,WW1,MW1,0.0625,0.07,Age2
M,0.54,0.415,0.13,WW3,MW2,0.226,0.24,Age3
M,0.615,0.475,0.17,WW3,MW2,0.2895,0.24,Age2
M,0.565,0.44,0.175,WW3,MW2,0.2,0.375,Age4
M,0.645,0.515,0.175,WW4,MW3,0.384,0.385,Age3
F,0.615,0.47,0.175,WW3,MW3,0.343,0.32,Age3
M,0.605,0.49,0.145,WW3,MW3,0.3285,0.31,Age3
F,0.59,0.455,0.165,WW3,MW2,0.2455,0.28,Age2
M,0.645,0.485,0.155,WW4,MW3,0.312,0.38,Age4
M,0.57,0.42,0.155,WW3,MW2,0.193,0.34,Age3
F,0.47,0.355,0.18,WW2,MW1,0.1165,0.135,Age2
F,0.5,0.44,0.155,WW3,MW1,0.2005,0.2115,Age3
F,0.52,0.425,0.145,WW2,MW1,0.1905,0.24,Age3
M,0.39,0.285,0.095,WW1,MW1,0.06,0.08,Age2
M,0.52,0.4,0.165,WW3,MW2,0.201,0.21,Age2
F,0.54,0.415,0.175,WW3,MW2,0.241,0.275,Age3
M,0.46,0.36,0.135,WW2,MW1,0.107,0.235,Age3
I,0.355,0.26,0.09,WW1,MW1,0.038,0.065,Age2
